doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf	grade_id	book_id	book_name	chapter_name
lk_edupub	2025-01-01-3-en-1283-grade-3-en-en-5e9eaf47	3-en-1283-grade-3-en-english-pupil-s-book-new-syllabus-english-pupil-s-book	2025-01-01	(Grade 3/en) English Pupil s book  -  New Syllabus - English Pupil s book	http://www.edupub.gov.lk/SelectChapter.php	en	http://www.edupub.gov.lk/Administrator/English/3/english PB G-3/english PB G-3.pdf	3	1283	English Pupil s book  -  New Syllabus	English Pupil s book
lk_edupub	2025-01-01-3-en-1255-grade-3-en-en-074d86c0	3-en-1255-grade-3-en-english-writing-practice-new-syllabus-english-writing-practice	2025-01-01	(Grade 3/en) English writing Practice  -  New Syllabus - English writing Practice	http://www.edupub.gov.lk/SelectChapter.php	en	http://www.edupub.gov.lk/Administrator/English/3/en writing prac G-3/26454 - SB Writing Practice Grade 3 English.pdf	3	1255	English writing Practice  -  New Syllabus	English writing Practice
lk_edupub	2025-01-01-3-en-1178-grade-3-en-en-7e3e25d0	3-en-1178-grade-3-en-english-workbook-new-syllabus-english-workbook	2025-01-01	(Grade 3/en) English Workbook  -   New Syllabus - English Workbook	http://www.edupub.gov.lk/SelectChapter.php	en	http://www.edupub.gov.lk/Administrator/English/3/english wb G-3/english WB. 3.pdf	3	1178	English Workbook  -   New Syllabus	English Workbook
lk_edupub	2025-01-01-2-en-1760-grade-2-en-ab-6ef2ae3b	2-en-1760-grade-2-en-aboe-song-book-aboe-song-book	2025-01-01	(Grade 2/en) ABOE Song Book - ABOE Song Book	http://www.edupub.gov.lk/SelectChapter.php	en	http://www.edupub.gov.lk/Administrator/English/2/song book g2/Song Book G-2 (E) Inner_V2.pdf	2	1760	ABOE Song Book	ABOE Song Book
lk_edupub	2025-01-01-2-en-1758-grade-2-en-ab-7f719469	2-en-1758-grade-2-en-aboe-activity-book-my-activity-book	2025-01-01	(Grade 2/en) ABOE Activity Book - My Activity Book	http://www.edupub.gov.lk/SelectChapter.php	en	http://www.edupub.gov.lk/Administrator/English/2/activity G2 E/My Active Book G-2 (E) Inner_V1.pdf	2	1758	ABOE Activity Book	My Activity Book
lk_edupub	2025-01-01-10-en-667-grade-10-en-e-8014ce5b	10-en-667-grade-10-en-english-work-book-new-syllbus-english-work-book	2025-01-01	(Grade 10/en) English Work Book -   New Syllbus - English Work Book	http://www.edupub.gov.lk/SelectChapter.php	en	http://www.edupub.gov.lk/Administrator/English/10/English Work Book G 10 E/english WB G-10.pdf	10	667	English Work Book -   New Syllbus	English Work Book
lk_edupub	2025-01-01-10-en-653-grade-10-en-h-c875a5ad	10-en-653-grade-10-en-health-and-physical-education-new-syllabus-10-let-us-overcome-challenges-confronted-in-life	2025-01-01	(Grade 10/en) Health and Physical Education -    New Syllabus - 10 Let us overcome challenges confronted in life	http://www.edupub.gov.lk/SelectChapter.php	en	http://www.edupub.gov.lk/Administrator/English/10/Health & physical Education G 10 - E/chap - 10 new.pdf	10	653	Health and Physical Education -    New Syllabus	10 Let us overcome challenges confronted in life
lk_edupub	2025-01-01-10-en-653-grade-10-en-h-a5136174	10-en-653-grade-10-en-health-and-physical-education-new-syllabus-06-let-us-adhere-to-rules-regulations-and-ethics-in-sports	2025-01-01	(Grade 10/en) Health and Physical Education -    New Syllabus - 06 Let us adhere to rules, regulations and ethics in sports	http://www.edupub.gov.lk/SelectChapter.php	en	http://www.edupub.gov.lk/Administrator/English/10/Health & physical Education G 10 - E/Chap 6 new.pdf	10	653	Health and Physical Education -    New Syllabus	06 Let us adhere to rules, regulations and ethics in sports
lk_edupub	2025-01-01-10-en-653-grade-10-en-h-97aa2460	10-en-653-grade-10-en-health-and-physical-education-new-syllabus-01-let-us-build-a-healthy-society	2025-01-01	(Grade 10/en) Health and Physical Education -    New Syllabus - 01 Let us build a Healthy Society	http://www.edupub.gov.lk/SelectChapter.php	en	http://www.edupub.gov.lk/Administrator/English/10/Health & physical Education G 10 - E/chap - 1.pdf	10	653	Health and Physical Education -    New Syllabus	01 Let us build a Healthy Society
lk_edupub	2025-01-01-10-en-653-grade-10-en-h-880ef260	10-en-653-grade-10-en-health-and-physical-education-new-syllabus-09-let-us-maintain-fitness-for-a-healthy-life	2025-01-01	(Grade 10/en) Health and Physical Education -    New Syllabus - 09 Let us maintain fitness for a healthy life	http://www.edupub.gov.lk/SelectChapter.php	en	http://www.edupub.gov.lk/Administrator/English/10/Health & physical Education G 10 - E/chp 9.pdf	10	653	Health and Physical Education -    New Syllabus	09 Let us maintain fitness for a healthy life
